ResponseId,MainBranch,Country,LanguageHaveWorkedWith,OpSysProfessional use
328,I am a developer by profession,Ireland,Bash/Shell;Elixir;Python;Ruby;Rust,Linux-based
329,I am a developer by profession,Turkey,C++;Java;JavaScript;SQL,macOS;Windows
331,I am a developer by profession,Canada,C;C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,Windows
332,I am a developer by profession,United States of America,Bash/Shell;C#;PowerShell;Python,macOS
333,I am learning to code,France,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;TypeScript,Linux-based
334,I am a developer by profession,Israel,Assembly;Bash/Shell;C;C++;Python;SQL,macOS
335,I am a developer by profession,Portugal,C;Python,Linux-based
336,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Perl;SQL,
337,I am a developer by profession,Canada,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;SQL,Linux-based
338,I am a developer by profession,United States of America,C++;JavaScript;Python;Rust;TypeScript,Windows Subsystem for Linux (WSL)
339,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,Linux-based;macOS;Windows
340,I am a developer by profession,Netherlands,C#;Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,macOS
341,I am a developer by profession,Ireland,C#;HTML/CSS;SQL;VBA,Windows
342,I am a developer by profession,France,Delphi;HTML/CSS;JavaScript;PHP,Linux-based;Windows
343,I am a developer by profession,South Africa,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL,Windows Subsystem for Linux (WSL)
344,I am a developer by profession,Iceland,Bash/Shell;Go;Python,macOS;Other (please specify):
345,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,macOS
347,I am a developer by profession,Germany,Bash/Shell;C#;Dart;Go;HTML/CSS;Java;JavaScript;Rust;TypeScript,macOS
348,I am a developer by profession,United States of America,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Python;SQL,Windows
349,I am a developer by profession,United States of America,HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,macOS
350,I am a developer by profession,Canada,Bash/Shell;Perl;SQL,Linux-based;macOS
352,I am a developer by profession,Austria,Bash/Shell;C++;Go;Python,Linux-based
353,I am a developer by profession,Netherlands,JavaScript;TypeScript,macOS;Windows
354,I am a developer by profession,Finland,Bash/Shell;JavaScript;Rust;TypeScript,Linux-based
355,I am a developer by profession,Sweden,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Windows
357,I am a developer by profession,United States of America,Kotlin,macOS
358,I am a developer by profession,United States of America,Bash/Shell;Java;JavaScript;PHP;SQL,Linux-based;macOS
359,I am a developer by profession,Thailand,C#;Dart;Go;JavaScript;Swift;TypeScript,macOS
360,I am a developer by profession,United States of America,Assembly;Bash/Shell;C;MATLAB;Python,Linux-based;Windows;Windows Subsystem for Linux (WSL)
361,I am a developer by profession,China,C;C#;C++;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Rust;SQL;TypeScript,Linux-based;Windows;Windows Subsystem for Linux (WSL)
362,I am a developer by profession,United States of America,Bash/Shell;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL,Linux-based
363,I am a developer by profession,Sweden,Bash/Shell;C;Go;Rust;SQL;TypeScript,Linux-based
364,I am a developer by profession,United States of America,C#;Java;JavaScript;Lua;PowerShell;Python;SQL,Linux-based;Windows;Windows Subsystem for Linux (WSL)
365,I am a developer by profession,United States of America,C#;Java,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL)
366,I am a developer by profession,United States of America,C#;Elixir;PowerShell;SQL;TypeScript,Linux-based;Windows;Windows Subsystem for Linux (WSL)
367,I am a developer by profession,United States of America,Java;Python;SQL,macOS
368,I am a developer by profession,United States of America,Go;MATLAB;Python;Rust,Linux-based;macOS;Windows
369,I am a developer by profession,United States of America,Bash/Shell;C;C#;C++;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Linux-based;Windows;Windows Subsystem for Linux (WSL)
371,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL,Linux-based
372,I am a developer by profession,France,Go;Rust,Windows
373,I am a developer by profession,United States of America,Python;Rust,Linux-based
374,I am a developer by profession,Brazil,C#;Java;Kotlin;SQL;TypeScript,Windows;Windows Subsystem for Linux (WSL)
375,I am a developer by profession,Montenegro,JavaScript;SQL,macOS
376,I am a developer by profession,India,Go;Python,macOS
377,I am a developer by profession,Serbia,Bash/Shell;C;C++,Windows
378,I am a developer by profession,Brazil,Bash/Shell;C;C++;Haskell;JavaScript;LISP;Lua;OCaml;Python;Rust;Solidity,Linux-based
379,I am a developer by profession,Italy,Go;JavaScript;PHP;Rust;SQL,Linux-based
380,I am a developer by profession,Germany,HTML/CSS;Rust,Linux-based
381,I am a developer by profession,United States of America,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,Windows;Windows Subsystem for Linux (WSL)
383,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Linux-based
384,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Kotlin;Lua;PHP;Python;Rust;SQL,Linux-based
385,I am a developer by profession,Turkey,Python,macOS;Windows
386,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,Linux-based;Windows;Windows Subsystem for Linux (WSL)
387,I am a developer by profession,Finland,HTML/CSS;Java;TypeScript,Windows
388,I am a developer by profession,United States of America,Java;JavaScript;SQL,Windows
389,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;PHP;TypeScript,Linux-based
390,I am a developer by profession,United States of America,C#,Linux-based;Windows
391,I am a developer by profession,France,Java;JavaScript,Linux-based
392,I am a developer by profession,United States of America,C#;Elixir;Erlang;F#;Go;HTML/CSS;JavaScript;PowerShell;Rust;SQL;Swift;TypeScript,macOS;Windows;Windows Subsystem for Linux (WSL)
393,I am a developer by profession,Slovakia,Go;JavaScript;Rust;TypeScript,Linux-based
394,I am a developer by profession,Netherlands,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Windows
395,I am a developer by profession,United States of America,APL;Bash/Shell;C;C++;Go;Haskell;LISP;Perl;Python;Rust,Linux-based
396,I am a developer by profession,Ireland,C#;C++;HTML/CSS;Python;Rust;SQL;TypeScript,Linux-based
397,I am a developer by profession,Germany,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,macOS;Windows
398,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Windows
399,I am a developer by profession,Montenegro,C#;C++,Windows;Windows Subsystem for Linux (WSL)
400,I am a developer by profession,India,Bash/Shell;C;C++;Go;HTML/CSS;Perl;Python;SQL,Linux-based;macOS
402,I am a developer by profession,United States of America,Bash/Shell;C#;Java;Kotlin;PowerShell;Python;SQL;VBA,Windows Subsystem for Linux (WSL)
403,I am a developer by profession,Israel,Go;HTML/CSS;JavaScript;TypeScript,macOS;Windows Subsystem for Linux (WSL)
404,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript,macOS
405,I am a developer by profession,United States of America,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL,Linux-based;Windows;Windows Subsystem for Linux (WSL)
406,I am a developer by profession,United States of America,Bash/Shell;Elixir;Go;Haskell;JavaScript,macOS
407,I am a developer by profession,United States of America,HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,macOS
408,I am a developer by profession,United States of America,Assembly;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,Windows
409,I am a developer by profession,Japan,Assembly;C;C++;JavaScript;Lua;Rust;TypeScript,Linux-based;Windows;Windows Subsystem for Linux (WSL)
410,I am a developer by profession,Serbia,Assembly;C++;Go;JavaScript;Rust;Solidity;Swift,Windows
411,I am a developer by profession,Denmark,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL,Linux-based
412,I am a developer by profession,Germany,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,Linux-based
413,I am a developer by profession,United States of America,HTML/CSS;JavaScript;Rust;SQL,Linux-based
414,I code primarily as a hobby,United States of America,Java;Python,macOS
415,I am a developer by profession,Sweden,Assembly;Bash/Shell;C;C#;C++;Delphi;Groovy;HTML/CSS;Java;Perl;PowerShell;Python;Rust,Linux-based
416,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Haskell;Java;Python;Rust,Linux-based;Windows Subsystem for Linux (WSL)
417,I code primarily as a hobby,Spain,Bash/Shell;C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;Rust;SQL;TypeScript,Linux-based
418,I am a developer by profession,India,Go,Linux-based;macOS
419,I am a developer by profession,Portugal,C;C++;Haskell;Java;Rust,Linux-based
420,I am a developer by profession,United States of America,C#;HTML/CSS;JavaScript;TypeScript,macOS;Windows
421,I am learning to code,Germany,Bash/Shell;LISP;Rust,Linux-based
423,I am a developer by profession,United States of America,Bash/Shell;Groovy;JavaScript;Python;Rust;SQL,Linux-based;macOS
424,I am a developer by profession,United States of America,HTML/CSS;JavaScript;PHP;Ruby,macOS
425,I am a developer by profession,Belgium,C;C++;Python,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL)
426,I am learning to code,Canada,Bash/Shell;C;C#;Java;PowerShell;Python;R,Windows;Windows Subsystem for Linux (WSL)
427,I am a developer by profession,United States of America,Assembly;Bash/Shell;C;C++;Go;Java;JavaScript;LISP;Lua;Python;Rust;TypeScript,macOS
428,I am a developer by profession,United States of America,Bash/Shell;Dart;Go;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Linux-based;Windows Subsystem for Linux (WSL)
429,I am learning to code,France,Bash/Shell;C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Ruby;SQL,Linux-based;Windows;Windows Subsystem for Linux (WSL)
430,I am a developer by profession,United States of America,Clojure;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL,Linux-based
432,I am a developer by profession,Spain,Kotlin;Objective-C;SQL;Swift,macOS;Windows
433,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;Java;JavaScript;LISP;PowerShell;SQL,Windows
434,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C;C++;Delphi,Windows
435,I code primarily as a hobby,United States of America,Groovy;Java,Windows
436,I am a developer by profession,Germany,Java;TypeScript,Windows
437,I am a developer by profession,United States of America,C#;HTML/CSS;JavaScript,Windows
438,I am a developer by profession,United States of America,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;OCaml;Python;Rust,Linux-based
439,I am a developer by profession,Germany,C++;JavaScript;PHP;Rust,macOS
440,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C#;Dart,macOS
441,I am a developer by profession,United States of America,Bash/Shell;C#;HTML/CSS;JavaScript;Python;SQL,Windows;Windows Subsystem for Linux (WSL)
442,I am a developer by profession,United States of America,Bash/Shell;Java;Kotlin;Python;Rust,Linux-based
443,I am a developer by profession,China,C;C++;Dart;Elixir;Erlang;Go;HTML/CSS;JavaScript;Rust;Scala;SQL;TypeScript,Linux-based;Windows Subsystem for Linux (WSL)
444,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,Linux-based
445,I am a developer by profession,United States of America,Bash/Shell;C;C++;Go;Haskell;HTML/CSS;JavaScript;Lua;OCaml;PHP;Python;Rust;TypeScript,Linux-based
446,I am a developer by profession,Spain,HTML/CSS;Java;JavaScript;SQL;TypeScript,Windows
447,I am a developer by profession,Spain,Bash/Shell;HTML/CSS;Python;TypeScript,Linux-based;Windows
448,I am a developer by profession,United States of America,HTML/CSS;Java;JavaScript;Ruby;SQL,macOS
449,I am a developer by profession,Germany,Bash/Shell;C++;Go;Python,Linux-based;Windows;Windows Subsystem for Linux (WSL)
450,I am a developer by profession,Germany,Assembly;C;PHP;Python;R;SQL,Linux-based
451,I am a developer by profession,Germany,C++;Python;Rust,Linux-based
452,I code primarily as a hobby,United States of America,Bash/Shell;HTML/CSS;JavaScript;Lua;Rust,Linux-based
454,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Delphi;HTML/CSS;JavaScript,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL)
455,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;Python;TypeScript,macOS
456,I am a developer by profession,United States of America,Assembly;Bash/Shell;C;Go;Java;Julia;Python;Ruby;Rust;SQL,Linux-based;macOS
458,I code primarily as a hobby,India,Bash/Shell;Go;Java;Kotlin;Python;Rust;TypeScript,Linux-based
459,I am a developer by profession,Sweden,Bash/Shell;Python;Rust;Scala;SQL,Linux-based
460,I am a developer by profession,Germany,Bash/Shell;C;C++;Python;Rust,Linux-based
461,I am a developer by profession,United States of America,C++;Go;HTML/CSS;JavaScript;Kotlin;Python;TypeScript,macOS
462,I am learning to code,Italy,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python,Linux-based;macOS
463,I am a developer by profession,Brazil,Bash/Shell;C;HTML/CSS;JavaScript;Lua;TypeScript,Linux-based;macOS
467,I am a developer by profession,France,C++;TypeScript,Windows;Windows Subsystem for Linux (WSL)
468,I am a developer by profession,Canada,Java;JavaScript;Rust;TypeScript,macOS
469,I am a developer by profession,United States of America,C#;PowerShell;SQL;TypeScript,macOS
470,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL,Linux-based;macOS
471,I am a developer by profession,United States of America,Bash/Shell;C#;C++;HTML/CSS;Perl;PHP;PowerShell;Python;Rust;SQL;VBA,Linux-based;Windows
472,I am a developer by profession,Netherlands,C;C#;C++;Java;JavaScript;Rust;SQL;TypeScript,Linux-based
473,I am a developer by profession,United States of America,Bash/Shell;C;Objective-C;Python;Rust;Swift,macOS
474,I am a developer by profession,Netherlands,Java;Python;TypeScript,Linux-based;Windows
475,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;OCaml;Python;TypeScript,macOS;Windows
476,I am a developer by profession,Australia,C#;Python,Linux-based;macOS
477,I am a developer by profession,United States of America,C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript,macOS
479,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell;C;C++;MATLAB,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL)
480,I am a developer by profession,Canada,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,Windows
481,I code primarily as a hobby,Germany,JavaScript;Python;Rust,Windows
482,I am a developer by profession,Greece,Java;JavaScript;Python;SQL,Linux-based;Windows
483,I code primarily as a hobby,United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,Windows
484,I am a developer by profession,United States of America,Python;Rust,Linux-based
485,I am a developer by profession,Luxembourg,Bash/Shell;C#;Java;JavaScript;SQL;TypeScript,Linux-based;macOS
486,I am a developer by profession,Czech Republic,C#,Linux-based;Windows
487,I am a developer by profession,Viet Nam,C#;C++;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript,Windows;Windows Subsystem for Linux (WSL)
488,I am a developer by profession,United States of America,Bash/Shell;C;HTML/CSS;JavaScript;Python;Rust;SQL,Linux-based
489,I am a developer by profession,United States of America,Bash/Shell;Elixir;Go;JavaScript;Rust,macOS
490,I am a developer by profession,Netherlands,Bash/Shell;Java;Kotlin;Python,Linux-based
491,I am a developer by profession,United States of America,C#;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,macOS
492,I am a developer by profession,Poland,JavaScript;PHP,Linux-based;Windows
493,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;JavaScript;Ruby;TypeScript,Linux-based;macOS
494,I am a developer by profession,Netherlands,C#;HTML/CSS;JavaScript;PHP;SQL,macOS
495,I am a developer by profession,Germany,Bash/Shell;C;C#;C++;PowerShell,Windows
496,I am a developer by profession,Turkey,C#,Windows;Other (please specify):
497,I am a developer by profession,Australia,C#;HTML/CSS;JavaScript;SQL;TypeScript,macOS;Windows
499,I am a developer by profession,United States of America,Java;Kotlin;Python;SQL,macOS
500,I am a developer by profession,United States of America,Bash/Shell;Go;Groovy;Python;Ruby;Swift,macOS
501,I am a developer by profession,United States of America,C#;F#;HTML/CSS;JavaScript;PowerShell;SQL,Windows
502,I am a developer by profession,Switzerland,Assembly;C;C#;C++;PowerShell;Python,Windows
503,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Assembly;C;C++;Haskell;Rust,Linux-based
504,I am a developer by profession,United States of America,C++;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,Linux-based
506,I am a developer by profession,Portugal,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;MATLAB;PHP;PowerShell;Python;R;Rust;SAS;Scala;SQL;TypeScript,BSD;Linux-based;Windows;Windows Subsystem for Linux (WSL)
507,I am learning to code,Finland,Java;JavaScript,macOS
508,I am a developer by profession,United States of America,C#;JavaScript;Python;Rust,Linux-based
509,I am a developer by profession,Canada,C;C++;JavaScript;Objective-C;PHP;SQL,Linux-based;macOS;Windows
510,I am a developer by profession,Canada,Haskell;Python;Rust,Windows
511,I am a developer by profession,United States of America,C#;F#;SQL,Linux-based;Windows;Windows Subsystem for Linux (WSL)
512,I am a developer by profession,France,HTML/CSS;JavaScript;PHP;Rust;Solidity;SQL;TypeScript,Linux-based;Windows
513,I am a developer by profession,France,Go;TypeScript,Linux-based;macOS
514,I am a developer by profession,United States of America,Assembly;C;C++;HTML/CSS;JavaScript;MATLAB;Python,Linux-based;Windows
515,I am a developer by profession,United States of America,C++;Python,Linux-based;macOS;Windows
516,I am a developer by profession,Canada,HTML/CSS;JavaScript;PHP;SQL,Linux-based
518,I am a developer by profession,Germany,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Windows
519,I code primarily as a hobby,Israel,Python;Rust,Linux-based;macOS
520,I am a developer by profession,Uruguay,JavaScript;PHP;SQL;TypeScript,macOS
522,I am a developer by profession,Portugal,C#;Kotlin;Rust;SQL,Windows
523,I am a developer by profession,Belgium,Groovy;Java;Scala;SQL,macOS
524,I am a developer by profession,Canada,HTML/CSS;JavaScript;TypeScript,macOS
525,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;Lua;Python;Scala;TypeScript,macOS
526,I am a developer by profession,India,Go;Python,BSD;Linux-based;macOS;Windows
527,I am a developer by profession,Canada,C#;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Windows;Windows Subsystem for Linux (WSL)
528,I am a developer by profession,United States of America,C;C++;Java;PHP;Python;Rust,Linux-based;macOS
529,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Go;JavaScript;PHP;Python;SQL,macOS
530,I am a developer by profession,France,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Linux-based
531,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C;C++;Delphi;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,Windows
532,I am a developer by profession,Denmark,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA,Windows
534,I am learning to code,France,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;SQL,Linux-based
535,I am a developer by profession,Canada,C#;JavaScript;TypeScript,Windows
536,I am a developer by profession,Canada,C#;C++,Windows
537,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C;Go;Groovy;Java;Python;Ruby;Rust,Linux-based;Windows
538,I am a developer by profession,Singapore,Assembly;C;C++;Haskell;Kotlin;OCaml;Rust;Scala;Swift;TypeScript,Linux-based
539,I am a developer by profession,Portugal,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Linux-based;macOS
540,I am a developer by profession,United States of America,Bash/Shell;Clojure;Haskell;HTML/CSS,macOS
541,I am a developer by profession,Canada,Bash/Shell;C;Go;HTML/CSS;JavaScript;Lua;Rust;SQL,Linux-based;Windows;Windows Subsystem for Linux (WSL)
542,I am a developer by profession,Spain,Bash/Shell;C;HTML/CSS;JavaScript;Kotlin;Objective-C;Rust;SQL;Swift;TypeScript,Linux-based;macOS
543,None of these,NA,NA,NA
544,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C;C++;Go;Java;SQL,Linux-based
545,I am a developer by profession,Argentina,C#;C++,Windows
546,I am a developer by profession,United States of America,C;C#;C++;Go;Haskell;Java;JavaScript;Kotlin;Ruby;Rust;Scala;SQL;TypeScript,Linux-based;Windows Subsystem for Linux (WSL)
547,I am a developer by profession,Hungary,Bash/Shell;Erlang,Linux-based;Windows
548,I am a developer by profession,United States of America,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Windows
550,I am a developer by profession,Germany,C#;SQL,Windows
552,I am a developer by profession,Germany,Bash/Shell;C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;TypeScript,Windows;Windows Subsystem for Linux (WSL)
553,I am a developer by profession,Tunisia,C;Java;JavaScript;Python;SQL;TypeScript,Linux-based;macOS
554,I am a developer by profession,United States of America,C#;HTML/CSS;JavaScript;Python;Rust,Windows;Windows Subsystem for Linux (WSL)
555,I am a developer by profession,United States of America,Dart;Go;Java;JavaScript;Kotlin;TypeScript,macOS
556,I am a developer by profession,France,Bash/Shell;C#;Dart;JavaScript;Perl;Python;R;Rust;TypeScript,Linux-based
557,I am a developer by profession,United States of America,TypeScript,Linux-based;Windows
559,I am a developer by profession,United States of America,C#;C++;F#;Rust;SQL,Windows;Windows Subsystem for Linux (WSL)
560,I am a developer by profession,United States of America,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,Linux-based;Windows
561,I am a developer by profession,United States of America,Bash/Shell;C;Elixir;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,Linux-based;macOS;Windows
562,I am a developer by profession,Germany,Bash/Shell;C#;Java;Perl;SQL,Windows;Windows Subsystem for Linux (WSL)
563,I am a developer by profession,United States of America,Bash/Shell;C#;Dart;HTML/CSS;Java;JavaScript;MATLAB;SQL,Linux-based;Windows
564,I am a developer by profession,France,HTML/CSS;Java;JavaScript;TypeScript,Linux-based;macOS
565,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,C++;Java;JavaScript;Python,Linux-based;macOS
566,I am a developer by profession,United States of America,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;Ruby;SQL;TypeScript;VBA,macOS
567,I code primarily as a hobby,Netherlands,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Linux-based;Windows
569,I am a developer by profession,Sweden,Assembly;Bash/Shell;C#;C++;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,Windows Subsystem for Linux (WSL)
571,I am a developer by profession,India,C++;Go;Python,Linux-based;macOS
572,I am a developer by profession,United States of America,Bash/Shell;C;C++;MATLAB;Python,Linux-based;Windows
574,I am a developer by profession,Germany,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,macOS;Windows Subsystem for Linux (WSL)
575,I am a developer by profession,Australia,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,Linux-based
577,I am a developer by profession,Hungary,C;C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,Windows;Windows Subsystem for Linux (WSL)
578,I am a developer by profession,United States of America,Bash/Shell;Python;Rust;TypeScript,Linux-based
579,I am a developer by profession,Canada,Bash/Shell;C;Kotlin;Rust;SQL,Linux-based
580,I am a developer by profession,Canada,Bash/Shell;HTML/CSS;JavaScript;Python;Rust,Linux-based;macOS;Windows
582,I am a developer by profession,France,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;OCaml;Perl;PHP;Python;Rust;SQL,Linux-based;Windows
583,I am a developer by profession,United States of America,C#,Windows
584,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;PHP;Python;SQL,macOS
585,I am a developer by profession,Germany,Bash/Shell;C#;Elixir;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,macOS
586,I am a developer by profession,United States of America,C++;Python;Rust,Linux-based
587,I am a developer by profession,France,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;R;SAS;SQL,Linux-based
588,I am a developer by profession,Canada,Clojure;Java;TypeScript,Linux-based;macOS;Windows
589,I am a developer by profession,Canada,NA,macOS
590,I am a developer by profession,United States of America,C#;F#;JavaScript,Windows
591,I am a developer by profession,United States of America,HTML/CSS;JavaScript;Python;Rust;TypeScript,Windows
592,I am a developer by profession,India,Java;Kotlin;TypeScript,macOS
593,I am a developer by profession,Netherlands,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,Linux-based
594,I code primarily as a hobby,France,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,
595,I am a developer by profession,Denmark,C#;JavaScript;PowerShell;SQL;TypeScript,Windows;Windows Subsystem for Linux (WSL)
596,I am a developer by profession,United States of America,Groovy;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,Linux-based;macOS;Windows
597,I am a developer by profession,United States of America,Bash/Shell;Groovy;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,macOS
599,I am a developer by profession,China,HTML/CSS;JavaScript;TypeScript,Windows
600,I am a developer by profession,United States of America,Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift,Linux-based;macOS;Windows
601,I am learning to code,Turkey,Java,Windows
603,I am a developer by profession,United States of America,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,Linux-based
604,I code primarily as a hobby,India,Bash/Shell;C;Python;Rust,Linux-based
605,I am a developer by profession,United States of America,Python;SQL,Linux-based;Windows
606,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript,macOS
607,I am a developer by profession,United States of America,Bash/Shell;Clojure;Java,macOS
609,I am a developer by profession,Finland,Groovy;Java;JavaScript;Python;Rust;Scala,macOS
610,I am a developer by profession,United States of America,C;C++;PowerShell;Python,Windows
611,I am a developer by profession,United States of America,C;C++;Kotlin;Rust,macOS
612,I am a developer by profession,United States of America,C;C++;Clojure;Go;Java,Linux-based
613,I am a developer by profession,United States of America,C;C++;JavaScript;Python;Rust;SQL;TypeScript,Linux-based
614,I am a developer by profession,Switzerland,Java;JavaScript;Python;Scala;SQL;TypeScript,Windows
616,I am a developer by profession,Norway,Clojure;Groovy;HTML/CSS;JavaScript;Ruby,macOS
617,I am a developer by profession,Czech Republic,Go;Java;Rust,macOS
618,I am a developer by profession,United States of America,C;C#;JavaScript;SQL,Windows
619,I am a developer by profession,United States of America,C#;C++;HTML/CSS;JavaScript;PowerShell,Windows
620,I am a developer by profession,Finland,Bash/Shell;Clojure;HTML/CSS;Java;JavaScript;TypeScript,macOS
621,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;Clojure;Java;LISP;Python;R,Linux-based
622,I am a developer by profession,United States of America,C#;JavaScript;SQL;TypeScript,Windows
623,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP,macOS;Windows;Windows Subsystem for Linux (WSL)
